,Article Title,Category
43,"

A Life Surrounded by Art



Sherwet Shafei, owner of the reputable Safarkhan gallery located in Cairo’s glamorous art hub Zamalek, talks to Ahram Online about her journey along many remarkable Egyptian artists



",Art
44,"

Bahgoury: A Delightful Maverick



Georges Bahgoury exhibits paintings bursting with life at Al Masar gallery in Zamalek. Communicating through fervent colour, his canvases do not simply impress, but induce an edge-of-seat attentiveness



",Art
45,"

Vessela Farid: More Egyptian than Egyptian artists



A rare collection of acrylic and gouache paintings opens at Zamalek Art gallery



",Art
46,"

 Underwater Art



Artist Jason de Caires Taylor has created underwater sculptures that encourage coral growth on the sea bed off the coast of Cancun



",Art
47,"

 Huda Lutfi: Twenty Years of Art



The Tache Art Gallery is pleased to announce its inaugural exhibition with a retrospective show of the work of internationally-acclaimed Egyptian artist Huda Lutfi



",Art
48,"

 Painting of muse by lovestruck Picasso up for auction



A sensual 1932 portrait by Pablo Picasso of his young mistress Marie-Therese Walter, which captures his romantic obsession with her, went on display at Sotheby's in Paris on Wednesday, 19 January ahead of an auction next month



",Art
49,"

 Tache Art: A haven for Egyptian modern art 



Determined to bring Egyptian art to the world, Tache Art wants to revolutionise art galleries in Egypt and aims to educate and serve the entire art scene



",Art
50,"

Contemporary retrospective: Forty years of a minister's art



Crowds of notables and celebrities flocked to Offok art gallery at the Mohamed Mahmoud Khalil museum Sunday for the inauguration of artist and culture minister Farouk Hosny’s contemporary retrospective



",Art
51,"

Art and Music at Gezira Art Centre



On Wednesday 19 January, Gezira Art Centre will open a new exhibition entitled: ""Art and Music""



",Art
52,"

A flashback to the European Biennale



The works of Manifesta 8 will be featured in Alexandria



",Art
53,"

Art Zone - helping students explore their talents



The second annual exhibition of Art Zone opened with a collection of the work of students, many of whom are, slowly but surely, turning from amateurs into semi-professionals



",Art
54,"

Thawretna Souretna at the Tache gallery



Tache Art Gallery opens its first photography exhibition after the Egyptian revolution and will donate the proceeds to charity



",Art
55,"

Witty and clever cartoons make fun of old regime



Mocking the dictatorship and the Mubarak regime, talented artists from the Arab world and the West have joined forces to present 'Caricature of the Revolution' at L'Atelier Du Caire



",Art
56,"

New murals in progress in Zamalek



Once again, the walls of the buildings of the Faculty of Fine Arts (Helwan University) in Zamalek serve as canvases for mural paintings



",Art
57,"

Art Zone exhibits the works of its students



The annual exhibition of the works of students from the art centre 'Art Zone' is opening Friday 1 April



",Art
58,"

Celebrating Egyptian culture



The third amateur photographers competition, organized by the European Union delegation to Egypt, showcases unique perspectives of our culture today



",Art
59,"

'Our Egypt': an artistic tribute to the revolution and its martyrs 



'Our Egypt' an exhibition being held at Khan Al Maghraby, is a tribute to the revolution and its martyrs, by an assortment of contemporary artists, including Mohamed Abla, Rabab Nemr and Adel El Siwi



",Art
60,"

Art for Mother Egypt



The Zamalek Art Gallery exhibits a rare selection of masterpieces by Egypt’s most prominent contemporary artists



",Art
61,"

Revolution-inspired exhibition comes to Amir Taz palace



Show will feature famous and emerging artists plus a performance by the Masreyeen band



",Art
62,"

""Egypt after the Revolution"" at Alexandria Atelier



A photography exhibition titled ""Egypt after the Revolution"" will be held at Alexandria Atelier between 18 and 25 March 2011



",Art
63,"

In memory of Ziad Bakir, a beautiful soul and an inspiring artist



The death of Ziad Bakir, one of the martyrs of the January Revolution, has devastated his family, friends and many people in the art field. He is remembered as an extremely creative, profound and at the same time, modest artist



",Art
64,"

The Evolution of a Revolution



The Evolution of a Revolution, a sculpture showcasing how social networking evolved into the people's revolution. Sculptor Adam Reeder speaks to Ahram Online



",Art
65,"

Bassiouny, a martyr of the revolution commemorated



A hall was named after the martyr Ahmed Bassiouny at the College of Art Education and a tree was planted in his memory



",Art
66,"

Neighbourhood Egypt Revolution art exhibition



Artists express dark detainment, cruelty, the rise of Egyptians and the euphoric victory of the 25 January Revolution in an Art Corner Gallery exhibition. Proceeds from four paintings will be donated to hospitals



",Art
67,"

 PHOTO GALLERY: Graffiti in Libya



The youth of Libya express their right to freedom on murals in a number of Libyan cities



",Art
68,"

To Egypt with Love



Safarkhan gallery in Zamalek celebrates the youthful 25 January revolution with a collective exhibition entitled “To Egypt with Love”, featuring photographs by three budding artists



",Art
69,"

The Popular Show at the Townhouse Gallery



The Popular Show opened on 6 March at the Townhouse Gallery downtown, showcasing a vast range of contemporary artwork by basically anyone and everyone who wanted to participate



",Art
70,"

""The Beginning"" at Salama Gallery



On Monday 14 March, the Salama Gallery invites the public to the opening of a collective exhibition entitled ""The Beginning""



",Art
71,"

 Record-breaking Picasso goes on show in Britain



The most expensive painting to be sold at auction, Pablo Picasso's Nude, Green Leaves and Bust, goes on public display in Britain for the first time on Monday at the Tate Modern gallery in London



",Art
72,"

PHOTO GALLERY: Graffiti in Zamalek



A walk through the streets of Zamalek reveals revolutionary energy expressed through graffiti



",Art
73,"

Exhibition at Sadat metro station honours the martyrs of the Egyptian revolution



A hundred days after the end of the Mubarak regime, El Sadat metro station features a photography gallery, honouring the martyrs of the Egyptian revolution



",Art
74,"

Celebrating Egyptian sculptor Mahmoud Mokhtar 120th birthday 



On what would be Mahmoud Mokhtar's 120th birthday, we can celebrate the Egyptian nationalistic sculptor's legacy, reviving the art of sculpting after being lost in the midst of centuries of wars and foreign occupation



",Art
75,"

AUC Press launches a Visual Festival 11 May



American University in Cairo Press announces art and photography festival to open on Wednesday 11 May



",Art
76,"

“Villages of the Nile” and “Escape to the Jungle” steal spotlight of Egyptian art



“Villages of the Nile” and “Escape to the Jungle” by Egyptian artists Mohamed Mekawy and Mahmoud Ibrahim are unveiled at Mahmoud Mokhtar Cultural Centre during a grand opening



",Art
77,"

In Visible Cities exhibition to open at Mashrabia Gallery



On 8 May, Australian artist Damon Kowarsky brings his impression of Cairo and other cities he has known to the Mashrabia Gallery



",Art
78,"

Kadhafi caricature flourishes in rebel capital Benghazi 



Young Libyan artists reach not for their guns but for their coloured pens and spray cans when Libya's revolution kicked off in mid-February



",Art
79,"

Art for freedom: A call for fair military retrials



A group of artists gathered by the Cairo Atelier yesterday to call for a fair retrial of Amr Eissa's case



",Art
80,"

Egypt: Our Home - An Artistic Celebration of Freedom and Liberty



Egypt: Our Home, a collective exhibition glorifying the country and its people’s revolution, in an assortment of styles, opened this week at the Ebdaa Art Gallery in Zamalek



",Art
81,"

Two exhibitions open at Mahmoud Mokhtar Cultural Centre Monday



On Monday, 2 May, Egyptian artists, Mahmoud Ibrahim and Mohamed Mekawy will exhibit their works at Isis and Nahdet Misr galleries, respectively



",Art
82,"

Egyptian artist announced as head of the Venice Biennale jury



Hassan Khan, visual artist and experimental musician, will preside over this year's jury at the Venice Biennale



",Art
83,"

Artists dissatisfied with former culture minister's plans for belongings



Farouq Hosni's announcement that he will donate his belongings to a museum is being seen by artists as an attempt to cover up corruption and ill-gotten gains



",Art
84,"

Egyptian artist to exhibit works in Germany 



Egyptian visual artist Taha Hussein will show four artworks at a collective exhibition in Germany



",Art
85,"

Multiple Vision: Sculptures and photography explore body and soul



Currently showcasing in Safarkhan gallery in Zamalek is a dynamic collection of sculptures and photographs by three contemporary Egyptian artists, which test the boundaries between body and spirit



",Art
86,"

New record for Abdul Hadi El-Gazzar at Christie's auction 



Christie’s Modern and Contemporary Arab, Iranian and Turkish Art auction saw Middle Eastern artists’ works set 42 records on Tuesday, 19 April



",Art
87,"

Here is Cairo



Celebrating the city he calls “a metropolis of surprises”, Farid Fadel exhibits an enchanting collection of paintings at the Picasso Art Gallery, located right in the heart of Cairo



",Art
88,"

Paintings by Egyptian artists on auction at Christie's in Dubai



On Tuesday, 19 April, paintings by renowned Egyptian artists will be put on sale in Christie's in Dubai



",Art
89,"

Egyptian revolution goes ‘Wireless’



Spanish artist Xavier Puigmarti exhibition ‘Wireless’ is on at the Mashrabia Art gallery, a tribute to the Egyptian Revolution



",Art
90,"

Designopolis' take on the Egyptian revolution



Souk El Horreya seems like another commercial exploitation of the Egyptian revolution. However the exhibition and the graffiti covering the walls, brings back a sense of justice to the revolutionary spirit



",Art
91,"

Chinese artist detained by police 



During a massive crackdown on lawyers, writers and activists in China, the artist Ai Weiwei was allegedly detained for his sharp stance against the government



",Art
92,"

'Wireless' Exhibition at Mashrabia gallery



Spanish painter Xavier Puigmarti dedicates his exhibition 'Wireless' to the Egyptian revolution



",Art
93,"

Venice Biennale exhibits Egyptian artist, Ahmed Bassiouny's visual arts project



The Venice Biennale exhibits 30 Days of Running in Place, a visual arts project by Ahmed Bassiouny, an Egyptian professor of arts who was shot dead during the January 25 Revolution



",Art
94,"

Arthropologie: A new art gallery opening in Zamalek



On Monday 6 June, Gallery Arthropologie, a new player in Cairo's art scene, will open its doors



",Art
95,"

Palestinian makes artistic mark on passports



Lacking statehood and, therefore, most of the bureaucracy, a Palestinian artist adds his own touch to their fight for statehood by designing a passport entry stamp that he promotes on Facebook - and the border



",Art
96,"

Qarm Qart at Mashrabia Gallery



On 5 June an exhibition of mixed-media on paper entitled Qarm Qart will open at Mashrabia Gallery of Contemporary Art to explore different 'What If' scenarios



",Art
97,"

Egyptian-Canadian Association of Ontario holds 'Walk like an Egyptian' exhibition



On Saturday 28 May, the Egyptian-Canadian Association of Ontario organised “Walk Like an Egyptian: An Exhibit on the Egyptian Revolution,” at the Central Library in London, a city in Southwest Ontario



",Art
98,"

 Iranian painters turn golden pages of new chapter



A new chapter has opened for Iranian artists enjoying a boom in sales and interest from major international auction houses such as Christie's despite a global economic malaise and sanctions hitting Iran



",Art
99,"

The Whole World is a Circus



Acrobats, clowns, jugglers, and trained animals are the subjects of John Perkins’ photography exhibition but instead of the excitement and thrills of the big top, he reveals the sad truth behind the scenes at the circus



",Art
100,"

Egyptian artist shortlisted for the Jameel Prize 2011



Hazem El Mestikawy is among the artists and designers who have been shortlisted from almost 200 nominations for this year’s Jameel prize at the Victoria and Albert museum in London



",Art
101,"

Figurative Practices to open at ALMASAR Gallery



Figurative Practices, a multi-artist exhibition held at ALMASAR Gallery will open on Sunday 29 May



",Art
102,"

January 25 Revolution exhibition in Athens



The Rebirth of a Nation, an exhibition currently being held at the Hellenic American Union in Athens, displays photographs taken by many young artists during the January 25 Revolution in Egypt



",Art
103,"

Micro Mosaic exhibition opens in Alexandria



On 26 May, the Mahmoud Saeed Center of Museums and Exhibitions in Alexandria opens an exhibition of micro mosaic by Saad Romany Michael



",Art
104,"

Mad Graffiti Weekend storms the Egyptian capital



Graphic artist Ganzeer teamed up with a group of graffiti artists at the weekend and took over Zamalek and Downtown, painting murals of the martyrs and life-size tanks



",Art
105,"

 Mr President's Circus at Townhouse Gallery



John Perkins' photography exhibition, which will open at Townhouse Gallery on Sunday, looks into the state of one of the most magical governmental departments, the State Circus



",Art
106,"

Gallery Misr: A new player on the art arena



Amid a very volatile time for the country, Gallery Misr opens in art-infused Zamalek, with a mission to enhance contemporary Egyptian art and support rising artists



",Art
107,"

PHOTO GALLERY: MUSE at the Mahmoud Khalil Museum



Artists Omar Galliani from Italy and Essam Marouf from Egypt present their works in a dual exhibition taking place in the Ofok Gallery at the Mahmoud Khalil museum



",Art
108,"

Salah Taher’s Enduring Art and Soul 



Salah Taher, the prominent Egyptian painter, lived a wholly artful life. He would say: life is short, but art lives on. The paintings on display at the Zamalek Art Gallery, make their début on the 100th anniversary of his birth



",Art
109,"

The Green, the Street and the Scent of Life at Safarkhan Gallery



On Thursday 19 May, Safarkhan Gallery in Cairo will open an exhibition of paintings, photography and video art by German-born artist Barbara Armbruster



",Art
110,"

Remembering Naji Al-Ali: The timeless conscience of Palestine



As the 63rd year of the Palestinian Nakba is marked this week, one Palestinian artist, a symbol of Al Nakba, comes to mind: Naji Al-Ali, the creator of ten-year-old Handala



",Art
111,"

54th International Venice Biennale pays tribute to Ahmed Basiouny, Egyptian artist and revolutionary martyr 



Ahmed Basiouny, multi-media artist and martyr of the 25 January revolution, will represent Egypt in a solo exhibition at the 54th Venice Biennale



",Art
112,"

My Neighbour exhibition brings together international artists at the Festival of the Arts 



The Caravan Festival of the Arts highlights the importance of building and sustaining bridges between religions and emphasises the importance of friendship and understanding between people



",Art
113,"

From Facebook to Nassbook at London’s MICA Gallery



Egyptian artwork is showcased at the Modern Islamic and Contemporary Art Gallery in London in an exhibition entitled ""From Facebook to Nassbook""



",Art
114,"

Contemporaries featured at Tache Art Gallery



The latest works by major Egyptian artists, including Mohamed Abla, are on exhibit at Tache Art Gallery, Designopolis



",Art
115,"

Khaled Hafez: Living Art



From the scalpel to the paintbrush, Ahram Online traces Khaled Hafez's artistic career



",Art
116,"

Figurative Practices at ALMASAR Gallery 



Art lives on while life is transitory. Contemporary artists are documenting their nation’s identity on canvas, drawing creative narratives that transcend words and will survive through time



",Art
117,"

Art and photography at Dandy Mall Gallery



Four Egyptian women artists depict beauty and life at new gallery in the Dandy Mall on the outskirts of Cairo



",Art
118,"

Before and after the revolution, by Dawestashy



The Extra Gallery in Zamalek is displaying Esmat Dawestashy's artistic works before and after the Egyptian revolution



",Art
119,"

Picasso work loaned to West Bank goes on display



Buste de Femme, Pablo Picasso's $7 million masterpiece, is currently on display in a Palestinan art academy in the occupied lands of Ramallah



",Art
120,"

Environment and Life exhibition at the Nile Diplomatic Club



Environmental issues lie at the heart of many of the pressing developmental concerns Egypt currently faces, prompting the Nile Diplomatic Club to present its Environment and Life exhibition



",Art
121,"

Shoe Size 37 football exhibition at El Sawy Culturewheel 



As Germany prepares to host the Women's Football Cup in 2011, Goethe Institute exhibits Shoe Size 37 featuring photos of international female football stars in action



",Art
122,"

Two new exhibitions open at Mahmoud Mokhtar museum



The Mahmoud Mokhtar Cultural Center exhibits new work by artists Wafaa Nashashibi and Rania El Hakim, and photographer Magdy Hanna



",Art
123,"

'The Picture Story' workshop exhibition at Rawabet



A photography workshop led by John Perkins will present its outcome in Rawabet Theatre on Monday 20 June



",Art
124,"

Refuge--Five Cities' Portfolios to open at Townhouse Gallery



A photography exhibition tracing urban change in Istanbul, Beirut, Amman, Cairo and Dubai will open in Townhouse Gallery of contemporary art next Sunday



",Art
125,"

Art: A ray of forgotten sun in Egypt’s schools



The student art exhibition at the British International School in Cairo offers inspiring hope that art education is not completely forgotten in schools in Egypt



",Art
126,"

Shadi El-Noshokaty critisizes Ashraf Reda's approach to the Venice Biennale 



The executive curator of this year's exhibit '30 Days of Running in Place' at the Venice Biennale will hold a press conference on 15 June at the fine arts syndicate



",Art
127,"

Two sisters give the Venice Biennale its first taste of Saudi art 



The Black Arch, an installation by Shadia and Raja Alem, represents the Kingdom of Saudi Arabia in its independent pavilion during the 54th International Art Exhibition, the Venice Biennale



",Art
128,"

Arthropologie: An inspiring, new gallery



A new player in the Cairo art scene, Arthropologie Contemporary Art Gallery, founded by young designers and art-lovers offers a full range of modern gallery delights



",Art
129,"

Two exhibitions open at Mahmoud Mokhtar Cultural Centre



On Monday, 13 June, Mahmoud Mokhtar Cultural Centre will open parallel exhibitions at Isis and Nahdet Misr galleries



",Art
130,"

El Bab Gallery to exhibit Italian photography with Egypt theme



On Thursday, 9 June, El Bab Gallery will open an exhibition of Italian artist Nicolò Tassoni Estense



",Art
131,"

You Tell Me to feature videos by contemporary artists



Videos by five different contemporary visual artists including Hassan Khan and Shady El-Noshokaty to be screened in the Townhouse library



",Art
132,"

New head of the Fine Arts Syndicate announces upcoming projects 



Following his election victory on Saturday, Hamdy Abou El Maaty wastes no time in setting the syndicate's new course



",Art
133,"

Inauguration of four exhibitions at El Gezira Centre for Arts



Egyptian Minister of Culture Emad Abu Ghazi to inaugurate four exhibitions at El Gezira Centre for Arts on Wednesday, including photography, paintings and jewellery



",Art
134,"

Carlos Latuff gives a voice to the oppressed with his art 



Ahram Online talks to the Brazilian cartoonist Carlos Latuff, reflecting on Egypt's revolution and the Arab Spring shaking the whole of the Middle East



",Art
135,"

Egypt’s finest artists exhibited in Artspace Dubai 



Omar Nagdi, among a number of Egyptian modern and contemporary artists, are featured at Art Space Gallery in Dubai



",Art
136,"

Summer art exhibition at Zamalek Art Gallery



Zamalek Art Gallery’s Summer Exhibition opens 1 August, quenching the thirst of Cairo’s art enthusiasts with some of Egypt's most prominent contemporary artists' works



",Art
137,"

Hajj exhibition to be hosted at the British Museum 



The exhibition, set to open next year, will feature old and new illuminations of the religious practice



",Art
138,"

To Egypt with Love Exhibition at Safarkhan Gallery - The sequel 



Safarkhan holds a stirring collection of photographs that celebrate, not just the January 25 Revolution, but Egypt itself



",Art
139,"

Red Sea resort lit up by art



In the midst of tourist attractions and commercial outlets, Safarkhan Gallery provides a breeze of real art to the shores of El Gouna



",Art
140,"

Cartoonists comment on military council attempts to defame protesters



Carlos Latuff and Ahmad Nady draw caricatures to lampoon the most recent attacks by SCAF on protesters



",Art
141,"

Egypt participates in Chinese festival



A festival of arts, culture and tourism held in the city of Yinchuan, is hosting several Arab artists



",Art
142,"

Protest tomorrow demanding resignation of the head of the fine arts sector



On Thursday 21 July, the coalition of the fine arts sector will be holding a protest to demand the resignation of its current head, Ashraf Reda



",Art
143,"

Rania Matar’s A Girl and her Room



The Shubbak festival continues to showcase regionally inspired artworks with Arab-American Rania Matar participating with a series of photographs that reveal a multi-dimensional perspective on femininity



",Art
144,"

Brazilian cartoonist in Egyptian revolution



Carlos Latuff, the Brazilian whose cartoons have been present since the beginning of the January 25 revolution explains his interest in Middle East conflicts and the Egyptian revolution



",Art
145,"

Meet Bongore at Artellewa Rooftop



On Wednesday 20 July, as part of its Meet the Artist series, Artellewa Rooftop will host Spanish artist José Luis Bongore



",Art
146,"

Egypt's Revolutionary Artists return to their spot in Tahrir



The Revolution Artists Union have been quick to creatively reflect on the current political situation in Tahrir Square



",Art
147,"

Variety of artistic testimonies mark Khan al Maghraby’s season finale



'In the Frame' -a collective exhibition on display at Khan Al Maghraby gallery is a meeting of Egyptian artists of all generations, skills and thematic preferences



",Art
148,"

To Egypt with Love: take two



Alaa Taher, Basem Samir and Hossam Hassan present new works at Safarkhan Art Gallery in Zamalek



",Art
149,"

Calligraphy feature at Picasso Gallery for Ramadan



In celebration of the the holy month of Ramadan, Picasso Gallery will feature Arabic calligraphy by Egyptian artist Khodeir



",Art
150,"

Exhibition mocks Egypt state television



“Maspero” exhibition invites artists to reflect on how their lives and national identity were shaped by the fruits of the infamous Maspero building



",Art
151,"

El Bab Gallery celebrates Bengali Rabindranath Tagore



Two exhibitions related to Nobel Laureate Rabindranath Tagore, Bengali poet, novelist, musician and painter, open at El bab Gallery at the Cairo Opera House Grounds, will run until 17 July



",Art
152,"

London sees a taste of Cairo life at the Shubbak Arab cultural festival



Cairo life is explained through a tight photomontage of ‘myths and legends’ in a huge mural by artist Hala Elkoussy at the Shubbak festival on Arab culture until 24 July in London



",Art
153,"

Four parallel exhibitions at Gezira Art Centre



On Wednesday 7 September Gezira Art Centre will begin exhibiting a range of works in its four halls



",Art
154,"

Egyptian artist Hassan Khan exhibits in Belgium 



The Twist, an exhibition by Hassan Khan, will open tonight, 3 September, in Belgium, focused on the theme of humiliation



",Art
155,"

Benghazi museum shows scars, triumphs of Libya revolt



New museum in Libya's second city is testament to the changes already being felt by the country's artists now that they can work free from Gaddafi's shadow



",Art
156,"

Outpouring of cartoons in solidarity with Syria's Ali Ferzat



Cartoons have erupted on social networking sites and in newspapers worldwide in solidarity with the Syrian cartoonist Ali Ferzat, who was beaten up in a clampdown by the authorities



",Art
157,"

Egyptian cartoonists join worldwide solidarity campaign with Syrian cartoonist Ali Ferzat



Ali Ferzat, beaten for his political criticism of the Syrian regime, has attracted global support



",Art
158,"

Syria seeking cartoonist's attackers



Syrian police are hunting for the attackers who broke the hand of the country's leading political cartoonist, the official SANA news agency said Friday, after Washington condemned the attack



",Art
159,"

Lebanese artist exhibits in Zurich



Galerie Kashya Hildebrand opened a new exhibition on 25 August presenting new works from Lebanese artist Marwan Sahmarani



",Art
160,"

16th century Turkish flask with links to Egypt's presidential palace to be auctioned by Bonhams



A 16th century Iznik bottle flask from a private Belgian collection, linked to Egypt's presidential palace is one of the top items in Bonhams auction of Indian and Islamic art on 4 October



",Art
161,"

Syrian cartoonist Ali Ferzat hospitalised after being beaten



The world-renowned cartoonist Ali Ferzat, who has been badly beaten in a security clampdown, has a history of eliciting the wrath of authorities



",Art
162,"

Arthropologie Gallery celebrates Ramadan



The young Arthropologie gallery in Zamalek launches a new collective exhibition in its arty space, adding a dash of color to Ramadan’s festive cultural agenda in Cairo



",Art
163,"

A book on the art of the Holy Family's flight into Egypt in a seminar by Cultural Council 



Supreme Council of Culture will hold a discussion on Paintings of the Pilgrimage: The Art of Expression of the Holy Journey, this evening



",Art
164,"

The Egyptian Spiderman by Carlos Latuff



Brazilian cartoonist Carlos Latuff draws the Egyptian Spiderman (aka Flagman), Ahmed Shahat



",Art
165,"

'Om El Donia' Exhibition at Fairmont



Fairmont Nile City will hold an art exhibition entitled 'Om El Donia' at its Ramadan Bab El Nil tent until 31 August



",Art
166,"

Visual artist designs a monument for Egypt's martyrs



A graphic design professor at the fine arts college in Luxor has made a design to commemorate the martyrs of the January 25 Revolution



",Art
