,Article Title,Category
19,"

Sawiris eyes Telecom Italia, but concerned about Rome



Egyptian tycoon Naguib Sawiris interested in Telecom Italia, but discouraged by press reports Italian government prefers Telefonica



",economy
0,"

Dow poised for second-best week of 2013






",economy
1,"

Fed nomination report lifts dollar, shares weak



U.S. Treasury yields and dollar rose on Friday after Japanese media report that U.S. President Barack Obama was close to naming former Treasury Secretary Lawrence Summers to head Federal Reserve



",economy
2,"

CORRECTED: Egypt expands officials' authority in bypassing public tender process



Presidential decree amends tenders and auctions law to raise ceilings for values of property and services government officials can buy and sell by direct order



",economy
3,"

Egypt to spend LE22 bln stimulus on housing, transport



Government hopes plan will cut unemployment down to 9 percent, budget deficit by 5 percent and raise growth rate to 3.5 percent



",economy
4,"

EgyptAir suspends flights to Osaka in Japan



Japanese government's decision to keep an official warning against travel to Egypt has led EgyptAir to reduce operations in Japan



",economy
5,"

Palestinian GDP to drop to 5% in 2013: IMF



Economy in the West Bank and Gaza weakening, which could lead to increased social tensions, says the International Monetary Fund on Thursday



",economy
6,"

Egypt index climbs to highest level since August crackdown



Investor appetite returns amid strengthening turnover in spite of Sinai violence



",economy
7,"

Egyptian government waives students' school fees



Fees for students attending Egypt's Arabic language public schools will be waived for the new school year



",economy
8,"

Syria puts aid needs inside country at $1.4 bn



Not enough humanitarian aid is reaching Syrian families in need, says government minister



",economy
9,"

Kuwait to transfer $2 billion aid to Egypt: Cen. bank governor



Hisham Ramez says the $2 billion deposit will remain in the Central Bank of Egypt for five years, Kuwait state news agency also mentions a $1 billion grant and $1 billion in oil products



",economy
10,"

Egypt owes foreign oil companies $6 billion: PM



Prime Minister Hazem El-Beblawi says Egypt is close to reaching an agreement for repaying $6 billion in outstanding debt to foreign oil companies



",economy
11,"

Fate of Egypt's 4th mobile operator in limbo as government deadline looms



Egypt's government plans to issue controversial virtual licence to state-owned operator Telecom Egypt later this month



",economy
12,"

Egypt stocks continue rising despite Sinai violence 



Egypt's stocks showed a slight rise for the fourth trading day running, Wednesday



",economy
13,"

Oil prices rise amid Syria focus



Brent North Sea crude for delivery in October rises 44 cents to stand at $111.69 a barrel in London late afternoon deals



",economy
14,"

Egypt buys 235,000 tonnes of wheat



Egypt adds another 235,000 tonnes to its imports of wheat since July, with delivery set for November



",economy
15,"

Tourist visits to Egypt fell 25% in July



Official figures show steep fall in tourist visits to Egypt in July after healthy growth during first half of year



",economy
16,"

One third of food produced worldwide is wasted: UN study



Almost 1.3 billion tonnes of food are wasted every year, a FAO study says



",economy
17,"

New iPhones, new software announced at Apple event



Apple is discontinuing the iPhone 5 released last fall, replacing it with the cheaper iPhone 5C and the high-end iPhone 5S



",economy
18,"

New iPhone 5C 'too costly for China': Analysts, users



The new i-phone will retail in China for $733 well above its price in the United States



",economy
19,"

Egypt economy grew 2.2% in Q4 of 2012/13: Initial data 



Growth likely to be slower in Q1 of 2013/14 due to recent political turmoil, says Egyptian Planning Minister Ashraf El-Araby



",economy
20,"

Microsoft board boosts dividend by 22%



Microsoft Corporation, the world's largest software company, increases their dividend by 5 cents, moving toward mobile computing



",economy
21,"

Ex-IMF chief Strauss-Kahn advises Serbian government



Strauss-Kahn says that after a thorough analysis of the Serbian economic situation his team 'will see with the government what kind of advice we can provide'



",economy
22,"

Egyptian tourism minister to request removal of Russian travel warnings



Egyptian tourism minister asks Moscow to cancel travel warnings on Egypt, in place since 15 August



",economy
23,"

Egyptian cargo trains partially resume transit



Passenger travel and trains carrying petroleum remain suspended



",economy
24,"

IMF releases 84.7 mn euros in bailout funds to Cyprus



New disbursement brings total received by Cyprus under loan approved on 15 May to 169.4 million euros ($226.2 million)



",economy
25,"

BP discovery to boost Egypt's natural gas reserves 



British Petroleum discovery in East Nile Delta to increase Egypt's gas reserves by 1.2 TCF



",economy
26,"

G8 to discuss investment in Arab countries under Deauville partnership



United Kingdom to host the Deauville partnership conference on Monday to discuss investment in transitional Arab nations



",economy
27,"

Egyptian stocks rise with Arab investors as net-buyers



Main index up 0.53% on Monday and broader EGX70 up 0.44%



",economy
28,"

Egypt hopes to tie oil payments to production increases: minister 



Negotiations between Egypt and its creditor foreign oil companies to pay arrears and increase investments are on the table, says Egyptian minister of finance



",economy
29,"

EFG-Hermes announces stock dividends 



Cairo-based investment bank to distribute 0.2 shares per underlying share on 30 September



",economy
30,"

Orascom Telecom Holding to be renamed on Egyptian Stock Exchange



Listing committee at Egyptian Stock Exchange (EGX) approves change of name for Orascom Telecom Holding to Global Telecom Holding



",economy
31,"

Egypt's budget deficit expected to fall in 2013/14: Finance ministry



Finance ministry expects budget deficit to be 9.1% of GDP in fiscal year 2013/14, down from 13.8% in 2012/13



",economy
32,"

EGX30 gains 0.45%, sits at one-month-high



Egyptian stocks make small gains on first trading day of the week with Palm Hills Development seeing highest activity level across market



",economy
33,"

Court freezes assets of Mubarak-era parliamentary speaker



Fathi Sorour and 24 members of his family have assets frozen as part of corruption probe by Illicit Gains Authority



",economy
34,"

Egypt's May trade deficit falls 30 pct



Egypt's trade deficit dropped in May compared to a year earlier, but it is still far higher than before the 2011 revolution



",economy
35,"

Egypt's Citadel Capital plans $528 million capital hike



Citadel Capital plans a capital increase which would be the biggest in Egypt since the 2011 revolution



",economy
36,"

Saboteurs blow up Yemen export oil pipeline



Yemen sees a main oil pipeline carrying crude to the Red Sea blown up on Sunday



",economy
37,"

Egypt to cut prices of food sold in govt outlets



Sugar, flour and rice among items whose prices will be cut by 10-15 percent at government shops during first 10 days of October to mark Islamic festival of Eid Al-Adha



",economy
38,"

Egypt's 2012/13 budget deficit reaches $35bn: Initial figures 



A nine percent surge in government expenditure over expectations, coupled with lower than anticipated tax returns and sluggish growth, leaves Egypt a budget deficit equal to 14 percent of GDP



",economy
39,"

Serbia seeks to borrow up to $3 billion from UAE: Official 



Serbian official seeks financial aid from the United Arab Emirates to boost battered economy



",economy
40,"

Egyptian stocks resume rise on US Fed decision despite fresh domestic violence



Egypt's main index was up 0.26 percent on Thursday as investor appetites overcame news of violent morning raid near Cairo



",economy
41,"

Court orders bail for steel tycoon Ahmed Ezz



Ezz will not be released from detention as he is facing other trials



",economy
42,"

Russian officials arrive in Egypt to check security in touristic locales



Russian airlines are expected to resume normal touristic business in Egypt if Moscow officials put confidence in Egyptian security



",economy
43,"

Egypt returns $2 bn to Qatar after talks to securitise it fail 



Money returned after talks on converting $2 billion into three-year bonds break down



",economy
44,"

Taperless Fed sets off share and bond market surge



World shares and global bond prices surge and dollar falls after US Federal Reserve stuns markets by choosing to delay plans for cutting back asset-buying programme



",economy
45,"

Egypt's Palm Hills posts modest profits in 2013 first semester



Egypt's prominent listed property developer Palm Hills Development realises a LE2.1 million ($300,000) profit in the first half of 2013, pushed up by positive first quarter results



",economy
46,"

Egypt sets LE1200 as minimum wage for government workers



Egypt's public sector minimum wage will increase from LE700 to LE1200 next year; private sector to be determined next week, says PM Beblawi



",economy
47,"

London steps up Islamic finance ambitions



London to boost its presence in Islamic finance market competing with Kuala Lumpur and Dubai



",economy
48,"

Egypt stocks down 0.6pct on profit taking



Profit taking by domestic investors pushed down Egyptian stocks Wednesday after three-day buying run



",economy
49,"

Confidence in Cyprus banks still lacking: IMF



Net outflows had reached 12.6 percent of deposits and nearly half of GDP in August despite unprecedented capital controls slapped on the banks in March



",economy
50,"

Thomas Cook restarts Egypt trips for German holidaymakers



German Thomas Cook will resume trips to Egypt as it assumes the situation in the country had become calmer over the last weeks



",economy
51,"

Hikma in joint-venture to tap high-growth Ethiopian market



Pharmaceutical Hikma and MIDROC enter a joint venture in Ethiopia expecting health spending to more than double



",economy
52,"

UAE developers unveil $4.5B Baghdad project



UAE developers are investing $4.5 billion in Baghdad which should create 10,000 jobs



",economy
53,"

Syria: Inflation hits 68% in May



The Syrian central bureau of statistics website showed that inflation had risen by 68% in May



",economy
54,"

No decision yet on Whatsapp and Viber ban: Egyptian minister



Egypt still studying possible ban of free calling and messaging applications for security and financial reasons, says communications minister



",economy
55,"

Eni says Egypt pledges repayment of $800 mln in arrears



Italian major energy company Eni is promised to be repaid around $800 million of its dues owed by Egypt



",economy
56,"

Yahoo Japan develops 3D search engine-printer



Voice-active internet search linked to 3D printer lets users look online for blueprints to print solid objects in minutes



",economy
57,"

BlackBerry unveils the Z30 as its new flagship smartphone



Once-pioneer Blackberry Ltd battling to win back market share despite uncertainty around its future



",economy
58,"

Egypt postpones decision on minimum wage



Egypt's National Council for Wages fails to reach agreement on minimum wage and postpones decision until January 2014



",economy
59,"

Egypt's main bourse index slows down



Egypt's main index barely rises 0.12% on Tuesday, while non-Arab investors ended the day as net sellers at LE15.5 mn



",economy
60,"

Tunisia plans new austerity measures, risks inflaming social tension



Tunisia's Islamist-led government refuses to step down, plans to freeze public salaries to cut deficit



",economy
61,"

Egyptian government mulls fixing prices of fruits and vegetables



Rising prices of fruits and vegetables - which are not subsidised by the government like other staples - are causing hardship



",economy
62,"

Rules, low demand hinder Malaysian Basel III sukuk



As more banks around the world issue Sukuk under Basel III Malaysian Islamic banks seem to be lagging behind



",economy
63,"

Egyptian bourse hits 6 month high after interest rates cut



A second consecutive rate cut and a shortening of curfew hours have boosted investor appetite



",economy
64,"

Sudan police fire tear gas to end protest over fuel subsidies



sudanese police and protesters are head-to-head after the latter complaints about the doubling of subsidised food, petrol's prices



",economy
65,"

Sudan almost doubles fuel, gas prices in economic crisis



Petrol stations in the capital Khartoum raised the price of a gallon of petrol on Monday to 21 pounds (almost $3 based on black market prices), from 12 pounds



",economy
66,"

German 'grand coalition' would be good for Europe: analysts



Analysts anticipate that a likely coalition between Merkel and her Social Democrat rivals would enable further progress in European integration



",economy
67,"

Egyptian business leaders to gather in NYC for Int'l Economic Reform Forum



International conference aims to establish an Egyptian national council to effectively tackle economic woes



",economy
68,"

Belgium lifts warning against travel to Egypt's Red Sea



Belgian foreign minister says travelers to resorts in Sinai should be cautious and listen to local authorities



",economy
69,"

Israel crossing open to Gaza as Palestinians face shortages in basic goods



Israeli crossing allows transportation of construction materials to Gaza while Rafah crossing remains closed



",economy
70,"

Sudan currency falls to record low ahead of lifting of fuel subsidies



Black market rate reached 7.8 pounds to the dollar on Saturday as loss of South Sudan oil revenue made dollars scarce



",economy
71,"

UPDATE: Egypt bourse gains on Arab Cotton Ginning land prospects



Speculation that Arab Cotton Ginning Company will be permitted to sell land drives Egyptian stocks into positive territory on first trading day of week



",economy
72,"

Egypt's tourism minister visits Germany and France



The Ministry of Tourism worldwide tour pursues ongoing efforts to cancel travel warnings on Egypt and restore tourism to the country



",economy
73,"

Israel allows more building material into Gaza



Israel allows building material into Gaza for first time since 2007 following request by Palestinian President Mahmoud Abbas, says Israeli defence official



",economy
74,"

Egypt's new minimum wage: Crunching a squeezed budget



A new minimum wage of LE1200 for public sector and government workers starting January 2014 may put pressure on Egypt's strained finances



",economy
75,"

Egypt sees 0.5% drop in tourists in first 8 months of 2013 



A recent report by the Ministry of Tourism reveals that foreign visitor numbers have decreased in 2013, amid travel warnings and protests



",economy
76,"

Egyptian central bank cuts interest rates for second time in a row 



As inflation goes down, the country's central bank spurs investors to borrow after reducing interest rates by 50 basis points



",economy
77,"

Egypt returns $2 billion to Qatar in sign of growing tensions: Reuters analysis



Relations between both Arab states Egypt and Qatar are souring in the wake of crackdown on Muslim Brotherhood in the North African country



",economy
78,"

Singapore, EU move closer to ratifying free-trade pact



The European Union is Singapore's second-biggest trading partner and the city-state's biggest investor



",economy
79,"

BlackBerry plans deep job cuts as new phone launches: Report 



BlackBerry could cut up to 40 percent of its staff to revive its fortunes



",economy
80,"

OPEC to help finance new power station in Egypt: Minister



The plant is expected to produce 1950 megawatts of electricity starting in 2017



",economy
81,"

Egyptian bourse slides once more on profit-taking 



Egyptian stocks have shown little movement since reaching record highs last week



",economy
82,"

Protests ebb as Bangladesh garment factories agree wage rise



Garment factory owners announce they will raise wages by as much as government decides despite claiming earlier they cannot afford more than 20% increase



",economy
83,"

Court upholds ruling against privatization of Tanta Flax and Oil Company 



Egyptian Administrative Court upholds a previous ruling in favour of re-nationalising the Tanta Flax and Oil Company



",economy
84,"

Economic confidence in eurozone at two-year high



Improved confidence in construction and retail trade sectors brought September Economic Sentiment Indicator to average of 100 for the first time since July 2011



",economy
85,"

Pay up or dry up: Egyptian gas at a crossroads



Egypt has the resources to end power cuts and boost gas exports, but needs to persuade wary international oil companies to develop them



",economy
86,"

Grenada agency: Egyptian tycoon Sawiris investing millions



Egyptian billionaire Naguib Sawiris is buying beachfront property in Grenada, meets with Caribbean island's PM



",economy
87,"

Egyptian steel company signs contract with Tata Steel Consulting to boost production



Flailing state-owned Egyptian Iron and Steel Company seeking help of UK-based Tata Steel Consulting in a bid to increase productivity



",economy
88,"

Quartet reveals economic plan to support Mideast peace



Middle East Quartet publishes 3 year 'Palestinian Economic Initiative' focused on aiding private sector growth in Palestine, which would require Israel to lift import restrictions on the Palestinian Territories



",economy
89,"

EGX 30 resumes rise to reach 5,704 pts 



Stocks rally after profit-taking and turnover strengthens as investors react to lower interest rates and improved security



",economy
90,"

Real estate investors shun Egypt as foreign firms retreat



With 25% of premier office space vacant, property investors once lured by Cairo's established business district consider sub-Saharan options



",economy
91,"

Egypt receives $2 billion deposit from Kuwait



Egypt obtained $2 billion from Kuwait as part of the promised funds after the ousting of Islamist president Mohamed Morsi



",economy
92,"

Shabaab finances face squeeze after Kenya attack



Al Shabaab funds come from Charcoal trade and extorting money from small businesses



",economy
93,"

EGX30 index drops slightly after string of gains



The main index slid by 0.27 percent but broader indices EGX70 and EGX100 both rose by small margins



",economy
94,"

Orascom Construction parent company extends its tender offer in Egypt



Dutch-listed OCI NV will extend its mandatory tender offer in the Egyptian stock exchange



",economy
95,"

TUI restarts Egypt trips after Germany relaxes travel advice



The German government no longer advises its citizens against travelling to Egypt but recommends caution



",economy
96,"

Turkey raises gold reserves by 23 tonnes



Data from the IMF shows that Turkey raised its gold reserve by 23 tonnes in August



",economy
97,"

UPDATED: 3 European countries lift travel alerts on Egypt



Move represents small victory in struggle to revive vital tourism sector after politically turbulent summer



",economy
98,"

Egypt's current account deficit decreases by almost 50 percent 



Current account deficit decreased significantly in 2012/13 as trade deficit narrowed and services surplus increased



",economy
99,"

Egypt's main index unaffected by Brotherhood ban verdict



EGX30 index rises by 0.59 percent on Tuesday, with TMG Holding leading as most active company



",economy
100,"

Private job creation in US slow in September: ADP






",economy
101,"

Bank of England's Fisher sees no housing bubble, warns on borrowing



BoE directors assures bank won't allow financial stability risks as housing market picks up speed



",economy
102,"

Holcim CEO says austerity means him too as demand lags



French CEO to execute a strict cost-cutting plan which includes him as part of austerity measures



",economy
103,"

Germany 'regrets' US shutdown but says impact limited



An economy ministry spokeswoman said she was unaware of any German companies reporting cancelled US contracts due to the shutdown



",economy
104,"

UPDATE: Egypt in talks to extend oil product supplies from Gulf



Egyptian government plans to pay first installment of its debt to oil companies 'in near future', seeks more supplies from Gulf says petroleum minister



",economy
105,"

Egypt halts tourism with Iran, cites security concerns



Egypt suspends tourism with Iran over security issues, reversing Morsi efforts to improve relations



",economy
106,"

Egyptian bourse back in green as 4th quarter starts



EGX30 index rises 1 percent on Tuesday after profit-taking slump



",economy
107,"

Egyptian govt launches home delivery of cooking gas cylinders



Egyptians in some areas can now request home delivery of butane cylinders, for a fee



",economy
108,"

790 factories seeking state help to resume operations in Egypt: Minister



Financial issues account for 84% of reasons for closures, while security concerns are no longer a factor, says the industry minister



",economy
109,"

Gulf to supply Egypt with petrol into 2014: Minister



Egypt to repay 25-30% of arrears to foreign oil companies soon; smart card system to begin in 2014 for fuel purchases by vehicle drivers



",economy
110,"

US government shutdown is risk to world economy: British PM



United States inability to sort out its spending risks slowing growth and influences world economy



",economy
111,"

IMF urges Kuwait to contain spending, speed up reform



IMF tells Kuwait to contain public spending and put back on track a $110 billion development plan



",economy
112,"

Subsidy cuts and tax amendments in Egypt's near future: Ministers



Egypt's interim government intends to cut fuel subsidies, amend taxes before it leaves office, officials say



",economy
113,"

Egypt's public school system: Failing all tests



Education workers and parents say public education needs efficient spending, improved facilities and fair wages to tackle long-standing problems



",economy
114,"

Egypt M2 money supply rises 19.2 pct in year to end-August



Egypt's M2 money supply jumps by 19.2 percent year-on-year in August, up to LE1.329 trillion



",economy
115,"

Egypt's main index ends month in red



Egypt bourse sees several declines; experts point finger at re-nationalisation of Nile Cotton Ginning



",economy
116,"

Syria war costs tourism industry $1.5 bn: Minister



Syria's conflict creates unprecedented financial crisis with tourism sector, according to Tourism Minister Bishr Riad Yaziji



",economy
117,"

Egypt court upholds renationalisation of cotton company



Supreme Administrative Court irrevocably annuls privatisation of Nile Cotton Ginning Company



",economy
118,"

UN: Syria refugee crisis threatens regional development



Syria's refugee crisis threatens economic development in Jordan, Lebanon, Iraq and Turkey: UN



",economy
119,"

Egypt received $7 bln of total $12 bln Gulf aid: C.bank governor



Egypt obtains $7 billion from Gulf countries and expects $5 billion more



",economy
120,"

IMF says Turkey should tighten monetary, fiscal policy



International Monetary Fund urges Turkey to reduce external imbalances



",economy
121,"

Egypt to launch first nuclear power plant in Dabaa: President 



President Mansour's 1973 anniversary speech includes plans to re-start nuclear power project and Suez Canal development plant



",economy
122,"

US gridlock may disrupt vital money markets: Analysis






",economy
123,"

Egypt govt sets weekly prices guide for fruits, vegetables 



In attempt to stabilise Egyptian produce prices, government unveils first prices guide for consumers and vendors



",economy
124,"

Egypt to issue smart cards to fuel stations in subsidy-cutting move



Drivers will need smart cards to buy fuel, but quotas will not be set on quantities in project's first phase, Egypt government says



",economy
125,"

Egypt foreign reserves fall slightly in September: CBE



International Foreign Reserves fall to $18.7 billion in September, a $200 million drop from August



",economy
126,"

Kuwait to loan Egypt $106 million to develop railway 



Kuwaiti development fund loans Egypt $106 million at 2.5% interest over twenty years for $333.5 million railway development project



",economy
127,"

Egypt stocks rise cautiously ahead of national holiday



Egypt's main index rises as fears of holiday unrest due to rival political demonstrations constrain turnover



",economy
128,"

Egypt price controls not being implemented



Retailers complain recently introduced price controls on fruits and vegetables don’t take into account volatile nature of Egyptian agriculture



",economy
129,"

US Treasury warns of harm from debt default



Downturn ahead worse than Great Depression if Congress fails to raise federal borrowing limit, US treasury says



",economy
130,"

Moody's sees no improvement in Egypt bond rating



Thursday statement published by credit rating agency Moody's affirms Egypt's negative outlook, Caa1 credit rating



",economy
131,"

Libya's NOC interested in Marathon Oil stake



US oil firm considering selling its stake in Libyan oil firm due to disruption of production caused by political unrest, experts say



",economy
132,"

Europe's tentative recovery edges south in September



European businesses return to growth and data bodes well for global economy



",economy
133,"

Oil prices mixed amid US concerns



US government shut down takes its toll on the oil market



",economy
134,"

French lawmakers to move against Amazon



Bill aimed at supporting small bookstores struggling against giant online retailers expected to be adopted by France's lower house on Thursday



",economy
135,"

EGX30 shows modest gains on Tuesday 



Egypt's main index gained 0.29 percent as investors noted a new government stimulus plan



",economy
136,"

Egypt falls for 4th year in Global Competitiveness Report



Egypt ranked in lowest quartile of 2013-14 Global Competitiveness Index as political instability and weak security prevail



",economy
137,"

Spain's jobless queues grow as summer jobs end



Unemployment numbers back on the rise as summer season ends



",economy
138,"

Egypt subsidy cuts will not mean higher fuel prices: Minister



Egyptian government plans to cut spending on energy subsidies by diversifying its sources of energy to ease pressure on subsidised fuels



",economy
139,"

US shutdown risk to global economy if protracted: ECB



US government shutdown risks world economy warns European Central Bank



",economy
140,"

Stronger FOREX reserves to save Egypt LE30 billion: Minister



Reinforced by Gulf aid, Egypt's foreign reserves lower borrowing costs in current budget



",economy
141,"

Egypt indices slump ahead of Eid holiday



Egyptian stocks slide after hitting record highs as would-be buyers await end of Eid holiday



",economy
142,"

Canada blocks network sale to Egypt's Sawiris, citing security



Canadian government prevents sale of Manitoba Telecom Services to Egyptian businessman Naguib Sawiris for national security concerns



",economy
143,"

EFG-Hermes co-chief resigns



Hassan Heikal, EFG-Hermes co-CEO, resigns from the struggling firm after 18 years to 'focus on public service'



",economy
144,"

 Report: Palestinians lose billions to Israeli bans



Expansion of Palestine's economy by third awaits Israel's approval; World Bank says



",economy
145,"

Egypt billionaire Sawiris ranked 7th richest in Africa: Ventures Magazine



Nassef Sawiris drops from March Forbes ranking of fourth-richest man in Africa



",economy
146,"

Gulf states ready to invest in Egypt state projects: Minister



First round of Gulf projects in Egypt to be announced soon, deputy prime minister for economic affairs says



",economy
147,"

Corrected: Egypt stocks hit 8-month high on Monday despite violence 



Egypt's bourse up Monday in the face of nationwide clashes



",economy
148,"

Egypt will launch tenders for Airport City in 2014: Minister tells Reuters



Egyptian Minister of Civil Aviation tells Reuters the country will launch tenders for the 70 billion EGP project in 2014



",economy
149,"

Egypt to plant one million olive trees in Sinai: Minister



Egypt is the world's top producer of table olives but is limited by underdeveloped post-harvest practices



",economy
150,"

Show must go on for Lebanon's struggling event planners



Lebanese event organizers face greater risks as neighbouring Syria's civil war deepens



",economy
151,"

Greece expects economy to grow, finally



Investors return to Greek bond market as economy is expected to grow next year; says Greek's deputy finance minister



",economy
152,"

Lebanon delays gas exploration bid deadline to January



Lebanon's offshore gas exploration delayed as the new government is yet to be formed



",economy
153,"

Brazil model for hunger eradication can help Egypt: FAO rep



FAO rep for Egypt assesses food insecurity in Egypt and suggests ways of mitigating against it



",economy
154,"

 US set to be top oil, gas producer in 2013: EIA 



The US may be the world's leader in petroleum output in 2013 due to its hydraulic fracturing



",economy
155,"

World markets down on worry over US debt showdown



US possibility of defaulting on its debts worries world investors



",economy
156,"

European shares fall as US debt impasse unnerves investors



European markets volatile as US government disputes over federal budget and debt ceiling continue



",economy
157,"

Thomas Cook sells businesses serving customers in Egypt, Lebanon



British travel company sells businesses serving customers in Egypt and Lebanon as part of its turnaround plan



",economy
158,"

Greek gov't to submit draft budget to Parliament



Greece government plans gradual improvements in public finances



",economy
159,"

Japan out of 'crossroads': Abe



Japan breaks the mentality of Economic stagnation and aspires to reinforce growth through refocusing economy on new industries; Says Abe



",economy
160,"

China to install GPS in government cars to track misuse



China to track government cars to counter its use for personal reasons in order to fight corruption, according to the Communist Party's anti-graft watchdog



",economy
161,"

US oil boom drives new supplies, European demand rallies: IEA



Rising production from non-OPEC countries 'does not equate to supply glut' and had been offset in part by supply plunge from Libya and Iraq



",economy
162,"

Egypt halts rice exports once again to meet domestic demands 



Ban on rice exports lifted in October 2012 to be reinstated as government aims to meet local market demands



",economy
163,"

IMF wants central banks to oversee markets with government supervision



Germany should take on stronger role in Europe by investing more rather than saving, says IMF chief economist Olivier Blanchard



",economy
164,"

Egypt stocks witness whopping rise ahead of Eid holiday 



Orascom Construction Industries share swap to Dutch parent company OCI NV helps sustain market upswing as Bourse closes on year-long high



",economy
165,"

Algeria gas plant mends its bullet holes 



Algerian government tries tempting oil workers back to Sahara as it tightens security presence in Amenas after Islamist attack in January



",economy
166,"

Egypt's annual urban inflation passes 10pct in September: CAPMAS



Surging demand driven by interest rate cuts and shortened curfew hours, according to Beltone Financial, helped push up inflation in September



",economy
167,"

Data show China passing US as biggest oil importer



China's oil consumption, which now exceeds that of the United States, is driven by rapid economic growth



",economy
168,"

Egypt's exports rise 13% in the first 9 months of 2013: GOEIC



Three quarters of government export target for 2013 met by end September



",economy
169,"

India set to become MENA's top trading partner by 2030: report



Manufactures, chemicals and mineral fuels will be the fastest-growing exports from Egypt to India between 2013 and 2030, according to HSBC forecast report



",economy
170,"

Bulgaria lifts travel ban on Egypt: Foreign ministry 



Several countries worldwide ease up travel restrictions on Egypt as in-country security improves



",economy
171,"

Egypt railway loses $33 mn since mid-August shutdown



Suspension of train services following dispersal of pro-Morsi sit-ins is costing Egyptian Railway Authority LE4 million per day



",economy
172,"

EGX30 resumes rise to hit 11-month high



Stocks rise but turnover remains weak as investors await end of Hajj to change positions



",economy
173,"

Growth strengthening in most advanced countries: OECD



Growth improves as shown in Composite Leading Indicators CLI



",economy
174,"

EU announces 30 million to help Italy refugees



European commission aids refugees in Italy following death of 275 migrants when their ship sank



",economy
175,"

IMF ready to work with Egypt’s government: Lagarde



The international lender is ""strongly committed"" to supporting Egypt during its transition, in unprecedented endorsement of new government



",economy
176,"

Pan-African magazine: Africa has 55 billionaires, 8 Egyptians



World's poorest continent home to 55 billionaires the richest of whom is worth $20.2 billion; says venture Africa



",economy
177,"

Obama to choose Yellen for top Fed job, markets relieved



Allen Yellen nomination to head Fed signals continuity of Bernanke's policies; relieving markets



",economy
178,"

Why breaking federal debt limit sparks fear: AP explains



AP shows what's at stake if US government fails to raise federal debt limit by 17 October



",economy
179,"

Egypt's banks on holiday for six days



Egyptian banks closed 14-17 October for Eid holidays



",economy
180,"

US Congress ends default threat, Obama signs debt bill



Last minute deal approved by Congress on Wednesday to fund government and raise debt ceiling only postpones budget fight to early 2014



",economy
181,"

Egypt doesn't need IMF loan at current time: Finance minister



Ahmed Galal says Egypt does not need a $4.8 billion loan from the International Monetary Fund because the country's financial situation has changed



",economy
182,"

Supermarkets to sell subsidised products: Minister



Trial will be made in one governorate before it is extended across Egypt, says supply minister



",economy
